,File,URL,Year,Phrases
55,A_49_PV.74-EN.pdf,https://digitallibrary.un.org/record/167685,1994,"appropriate that we dedicate the fiftieth anniversary of the
end of that conflict to paying tribute to the memory of its
victims and to ensuring that history will not repeat itself.
The President (int"
56,E_1994_40--E_ECA_CM_20_38-EN.pdf,https://digitallibrary.un.org/record/198431,1994,"n-
governmental organizations, participated in the 
general debate. 
242. Participants paid tribute to the memory of the 
late Mr. Robert Gardiner, Executive Secretary of 
ECA from 1963-1975, who pass"
57,A_48_PV.78-EN.pdf,https://digitallibrary.un.org/record/180544,1994,"NISTER OF THE REPUBLIC OF HUNGARY,
JOZSEF ANTALL
The PRESIDENT:
The Assembly will now pay a
tribute to the memory of the late Prime Minister of the
Republic of Hungary, Mr. Jozsef Antall.
Mr. Antall’s"
58,A_48_PV.78-EN.pdf,https://digitallibrary.un.org/record/180544,1994,"o his bereaved family.
I invite representatives to stand and observe a minute of
silence in tribute to the memory of the late Prime Minister
of the Republic of Hungary.
The members of the General Asse"
59,A_48_PV.78-EN.pdf,https://digitallibrary.un.org/record/180544,1994,"ropean and Other States.
Mr. CATARINO (Portugal): It is with deep sorrow that
I wish to pay tribute to the memory of the late Prime
Minister of the Republic of Hungary, Jozsef Antall, who
passed away "
60,A_48_PV.94-EN.pdf,https://digitallibrary.un.org/record/168999,1994," . . . . . . . . . . . . . . . . . . (Guyana)
The meeting was called to order at 10.50 a.m.
Tribute to the memory of the late Permanent
Representative of Chad to the United Nations, His
Excellency Mr."
61,A_48_PV.94-EN.pdf,https://digitallibrary.un.org/record/168999,1994,"s bereaved family.
I now invite representatives to stand and observe a
minute of silence in tribute to the memory of the late
Permanent Representative of Chad to the United Nations.
The members of the"
62,A_48_PV.94-EN.pdf,https://digitallibrary.un.org/record/168999,1994,"ing is therefore a great loss for our
Group.
On behalf of all the African Permanent Missions, I
bow to the memory of our colleague, Mr. Koumbairia,
and convey to the Government of the Republic of Chad"
63,A_48_PV.94-EN.pdf,https://digitallibrary.un.org/record/168999,1994,"on behalf of the Group of Asian States,
which I have the honour to chair this month, to pay tribute
to the memory of the late Permanent Representative of
Chad, Ambassador Laoumaye Mekonyo Koumbairia.
"
64,%5EST_%5EDPI_1568-EN.pdf,https://digitallibrary.un.org/record/198101,1994,"es Cantor, a lawyer; 
Dennis Goldberg, an engineer; and many others, are also 
implicated. Faithful to the memory of their friends who 
have died in prison in many cases beside them, after 
enduring u"
65,A_49_PV.27-EN.pdf,https://digitallibrary.un.org/record/169003,1994,"in the Marshall Islands have not been
fully addressed. We trust that moral restitution will be
made to the memory of these victims.
The President returned to the Chair.
23
General Assembly
27th meetin"
66,A_49_PV.92-EN.pdf,https://digitallibrary.un.org/record/170358,1994," . . . . . . . . . . . . . . . (Côte d’Ivoire)
The meeting was called to order at 3.25 p.m.
Tribute to the memory of Mr. Bradford Morse
The President (interpretation from French): It is with
deep regr"
67,%5ES_SUPP_1987_2%5E--%5EOR_SC_1987_II%5E-EN.pdf,https://digitallibrary.un.org/record/503267,1994," 
and Principe laid a wreath on the monument to the Mozambican 
heroes and oaid a heartfelt tribute to the memory of the beloved 
Samora Moises Machel, one of the architects of the establishment 
and "
68,A_48_PV-82-EN.pdf,https://digitallibrary.un.org/record/180543,1994,": Before considering the item on its
agenda for this meeting, the General Assembly will pay
tribute to the memory of the late President and Commander-
in-Chief of the Republic of Fiji, His Excellency "
69,%5ES_SUPP_1987_4%5E--%5EOR_SC_1987_IV%5E-EN.pdf,https://digitallibrary.un.org/record/503268,1994,"eople, which has offered the most admirable examples 
of resistance and sacrifice, and pays tribute to the memory of its 
valiant martyrs. 
Tunisia also expresses its full solidarity with this people "
70,A_AC.115_PV.673-EN.pdf,https://digitallibrary.un.org/record/190691,1994,"al
Discrimination, allow me, Mr. Chairman, on behalf of the African
Group of States, to pay tribute to the memory of the victims of
racial discrimination wherever that evil exists, and also to
commend"
71,A_75_592_Add.9-EN.pdf,https://digitallibrary.un.org/record/3904092,2021,"re were any need by now to demonstrate — our 
collective vulnerability.
At this time, I pay tribute to the memory of the hundreds of thousands of 
COVID-19 victims and wish the millions of patients si"
72,A_75_557_Add.1-EN.pdf,https://digitallibrary.un.org/record/3905913,2021," day of commemoration, on behalf of the Republic of Congo, my 
country, I would like to pay tribute to the memory of the founding fathers who left 
for posterity a precious instrument of dialogue and "
73,S_PV.8918-EN.pdf,https://digitallibrary.un.org/record/3950978,2021,"c Republic 
of the Congo to the troop-contributing countries for 
their support, and to pay tribute to the memory of all 
those who have lost their lives for peace and stability in 
the Democratic Rep"
74,A_75_PV.59-EN.pdf,https://digitallibrary.un.org/record/3934510,2021,". . . . . . . . . . . . . . . . . .  (Turkey)
The meeting was called to order at 10.30 a.m.
Tribute to the memory of John Pombe Joseph 
Magufuli, President of the United Republic 
of Tanzania
The Pres"
75,A_75_PV.59-EN.pdf,https://digitallibrary.un.org/record/3934510,2021,"21
2/11 
21-09455
I now ask representatives to join me in observing a 
minute of silence in tribute to the memory of President 
John Pombe Joseph Magufuli.
The members of the General Assembly observed"
76,A_75_PV.59-EN.pdf,https://digitallibrary.un.org/record/3934510,2021,"John Pombe Joseph Magufuli of the United 
Republic of Tanzania, who passed away on 17 March. 
I bow to the memory of the late President and extend 
our deepest condolences to the Government and brothe"
77,A_S-31_4_Add.2-EN.pdf,https://digitallibrary.un.org/record/3923972,2021,"tory over Nazism in 1945. Such profane and criminal 
parallels are a deliberate, intentional insult to the memory of those who fought in 
the battlefields for the victory of humankind 75 years ago. Th"
78,A_76_332_Add.9-EN.pdf,https://digitallibrary.un.org/record/3955485,2021," of the 75th session of the General 
Assembly to organize a ceremony on 14 July 2021 to pay tribute to the memory of His 
Excellency President Jovenel Moïse. He was tragically shot to death during the"
79,A_75_592_Add.5-EN.pdf,https://digitallibrary.un.org/record/3902206,2021,"egrettable COVID-19 pandemic, which has claimed several 
lives throughout the world.
We pay tribute to the memory of all those across the world who succumbed to 
this pandemic, which humankind combats"
80,A_75_592_Add.6-EN.pdf,https://digitallibrary.un.org/record/3903147,2021,"pursuit of the principle of “leaving no one behind.” 
Mr. President, 
I begin by paying my respects to the memory of those who have lost their lives 
due to the COVID-19 Pandemic and other tragedies t"
81,S_2021_336-EN.pdf,https://digitallibrary.un.org/record/3924594,2021,"sacrifices made for the sake of a final and lasting settlement of the 
Malian crisis. I pay tribute to the memory of all fallen civilian and military victims 
in Mali, foreigners and Malians both. Her"
82,A_76_PV.14-EN.pdf,https://digitallibrary.un.org/record/3955478,2021," of the 75th session of the General 
Assembly to organize a ceremony on 14 July 2021 to pay tribute to the memory of His 
Excellency President Jovenel Moïse. He was tragically shot to death during the"
83,A_76_PV.19-EN.pdf,https://digitallibrary.un.org/record/3958564,2021,"est of 
time while the ballots are being counted, the General 
Assembly will proceed to pay tribute to the memory of 
His Excellency Mr. Abdelaziz Bouteflika, President of 
the General Assembly twenty"
84,A_76_PV.19-EN.pdf,https://digitallibrary.un.org/record/3958564,2021,"(d) of agenda item 
116.
The meeting was suspended at 10.25 a.m. and 
resumed at 10.50 a.m.
Tribute to the memory of Mr. Abdelaziz Bouteflika, 
President of the General Assembly at its twenty-
ninth s"
85,A_76_PV.19-EN.pdf,https://digitallibrary.un.org/record/3958564,2021,"7
(spoke in English)
I now ask representatives to stand and observe 
a minute of silence in tribute to the memory of His 
Excellency Mr. Abdelaziz Bouteflika, former President 
of the General Assembly"
86,A_76_PV.19-EN.pdf,https://digitallibrary.un.org/record/3958564,2021," is with profound sadness 
that, on behalf of the Group of African States, I read 
out this tribute to the memory of His Excellency 
Mr. Abdelaziz Bouteflika, President of the General 
Assembly at its"
87,A_76_PV.19-EN.pdf,https://digitallibrary.un.org/record/3958564,2021,"t, for your heartfelt words 
and for convening this meeting of the General Assembly 
to pay tribute to the memory of the His Excellency 
President Abdelaziz Bouteflika, former President of the 
People"
88,A_75_PV.77_%28Resumption_2%29-EN.pdf,https://digitallibrary.un.org/record/3938127,2021,"ourou 
(Mali), Vice-President, took the Chair.
The meeting was called to order at 3.15 p.m.
Tribute to the memory of His Excellency 
Mr. Jovenel Moïse, President of the Republic of 
Haiti
The Acting P"
89,A_75_PV.77_%28Resumption_2%29-EN.pdf,https://digitallibrary.un.org/record/3938127,2021,"of the Republic of 
Haiti
The Acting President (spoke in French): It is 
my sad duty to pay tribute to the memory of the late 
President of the Republic of Haiti, His Excellency 
Mr. Jovenel Moïse, wh"
90,A_75_PV.77_%28Resumption_2%29-EN.pdf,https://digitallibrary.un.org/record/3938127,2021,"r. Jovenel Moïse.
I now invite representatives to stand and observe 
a minute of silence in tribute to the memory of His 
Excellency Mr. Jovenel Moïse.
The members of the General Assembly observed a 
"
91,S_PV.8790-EN.pdf,https://digitallibrary.un.org/record/3928952,2021,"osecutor Brammertz 
for their reports and their briefings. On behalf of 
France, I also pay tribute to the memory of Judge 
Gberdao Gustave Kam and his valuable contribution 
to international criminal"
92,A_S-31_4-EN.pdf,https://digitallibrary.un.org/record/3923973,2021,"considerable 
sacrifices and persevered in the face of the crisis.
I would also like to pay tribute to the memory of all the victims of this health 
crisis and ask Almighty God to heal all those infec"
93,S_PV-2109-EN.pdf,https://digitallibrary.un.org/record/516066,1981,"missing from among them were the condolences of Siha- 
nouk. I had written a long letter of tribute to the memory of 
Chairman Mao, a long letter in which were expressed my 
deepest feelings for the C"
94,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,"ond session 
xiii
1584th meeting
Monday, 5 May 1980, at 3.25 p.m.
Opening of the session 
1
Tribute to the memory of Marshal Josip Broz Tito,
President of the Socialist Federal Republic of
Yugoslavia "
95,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,"ning 
impossibility 
of
performance) 
2
1586th meeting
Wednesday, 7 May 1980, at 10.10 a.m.
Tribute to the memory of Mr. Alfred Verdross 
5
Entry into force of the Vienna Convention on the Law of
Trea"
96,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,"he Special Rapporteur
(continued) 
134
1610th meeting
Thursday, 12 June 1980, at 10.05 a.m.
Tribute to the memory of Mr. Masayoshi Ohira, Prime
Minister of Japan 
139
The law of the non-navigational u"
97,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,"NG CHAIRMAN declared open the
thirty-second 
session 
of the International 
Law
Commission.
Tribute to the memory of Marshal Josip Broz Tito,
President of the Socialist Federal Republic
of Yugoslavia
"
98,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981," Republic
of Yugoslavia
2. The ACTING CHAIRMAN invited the members
of the Commission to pay tribute to the memory of
President Tito, the founder of the Socialist Federal
Republic of Yugoslavia and a m"
99,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,"ess the
Commission.
7. Mr. NETTEL (Austria) thanked the members of
the Commission for their tribute to the memory of
Professor Verdross. He would convey the Commis-
sion's condolences to Professor Ver"
100,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,"e Commis-
sion's condolences to Professor Verdross's family and
to the Austrian Government.
Tribute to the memory of Mr. Alfred Verdross
1. The CHAIRMAN said it was his sad duty to
report with deep re"
101,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,"he Commission in those
areas in the years to come.
13. 
Mr. SAHOVIC thanked Mr. Sen for his tribute
to the memory of President Tito and to Yugoslavia's
role in the non-aligned movement.
14. When he ha"
102,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,".
Schwebel, Mr. Sucharitkul, Mr. Tabibi, Mr. Tsuruoka,
Mr. Ushakov, Mr. Verosta, Mr. Yankov
Tribute to the memory of Mr. Masayoshi Ohira,
Prime Minister of Japan
1. The CHAIRMAN expressed to Mr. Tsuru"
103,ilc_1980_v1.pdf,https://digitallibrary.un.org/record/52053,1981,"the proposal of the Chairman, the members of
the Commission observed a minute of silence in tribute
to the memory of Mr. Masayoshi Ohira.
2. 
Mr. TSURUOKA thanked the Commission for
its condolences. H"
104,S_PV-2119-EN.pdf,https://digitallibrary.un.org/record/30677,1981,"n the political 
and diplomatic 
fronts. I should like to take this oppor- 
tunity to pay a tribute to the memory of our comrade, 
Brigadier 
Murtala 
Mohammed, 
who fell victim to an 
imperialist-hat"
105,A_C-1_36_PV-2-EN.pdf,https://digitallibrary.un.org/record/24713,1981,"HAIPJWT: 
I should like representatives to permit me to begin this 
session by expressing a tribute to the memory of His Excellency Hr. Hohamed 
Amrar Al-Sadat ~ the President of the Arab nepublic of "
106,S_PV-2120-EN.pdf,https://digitallibrary.un.org/record/516097,1981,"ovisional agenda (S/Agenda/2120) 
. . . . . . . . . . . . . . . . . . . . . . . . . . . 
1 
Tribute to the memory of Mr. Jamil M. Baroody, Ambassador of Saudi Arabia. 
1 
Adoption of the agenda . . . "
107,S_PV-2120-EN.pdf,https://digitallibrary.un.org/record/516097,1981,"at the very outset of this 
meeting on behalf of the members of the Se&&y Council to 
pay a tribute to the memory of His Excellency Mr. Jamil M. 
Baroody, 
Deputy Permanent 
Representative 
of Saudi 
"
108,A_61_PV.109-EN.pdf,https://digitallibrary.un.org/record/607098,2007," . . . . . . . . . . .
(Bahrain) 
 
 
 
 The meeting was called to order at 10.40 a.m. 
 
 
Tribute to the memory of His Excellency Sir John 
Compton, Prime Minister of Saint Lucia 
 
 
The President:"
109,A_61_PV.109-EN.pdf,https://digitallibrary.un.org/record/607098,2007,"n Compton. 
 
May I now invite representatives to stand and 
observe a minute of silence in tribute to the memory of 
His Excellency Sir John Compton. 
 
The members of the General Assembly observed a"
110,A_61_PV.109-EN.pdf,https://digitallibrary.un.org/record/607098,2007,"jerović (Montenegro): On behalf of 
the Eastern European Group, I have the sad duty to pay 
tribute to the memory of an exceptional person who 
passed away on 7 September 2007 — Sir John 
Compton, Pri"
111,A_61_PV.103-EN.pdf,https://digitallibrary.un.org/record/603768,2007,"tia), Vice-President, took the Chair. 
 
 
The meeting was called to order at 10.15 a.m. 
 
Tribute to the memory of Kurt Waldheim, fourth 
Secretary-General of the United Nations  
 
 
The Acting Pre"
112,A_61_PV.103-EN.pdf,https://digitallibrary.un.org/record/603768,2007,"sident: This morning, before we 
take up the item on our agenda, it is our sad duty to pay 
tribute to the memory of Kurt Waldheim, fourth 
Secretary-General of the United Nations, who passed 
away on"
113,A_61_PV.103-EN.pdf,https://digitallibrary.un.org/record/603768,2007,"ily of Kurt Waldheim.  
 
I now invite members to stand and observe a 
minute of silence in tribute to the memory of Kurt 
Waldheim. 
 
The members of the General Assembly observed a 
minute of silenc"
114,A_61_PV.103-EN.pdf,https://digitallibrary.un.org/record/603768,2007,"nish): On 
behalf of the Group of Latin American and Caribbean 
States, I would like to pay tribute to the memory of 
Kurt Waldheim and to convey our condolences to the 
Austrian Government and people"
